"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"1130",6991,"Gambia, The","GMB","GM",1992,67.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.66,64.05,4.58,1.15,3.43,6.83,14.93,73.66,0.33,0.82,1.39,2.04,2.85,3.98,5.75,9.18,15.69,57.97,NA,NA,"Income (gross)","Monetary income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",3036,NA,"Gambian dalasi","Month",0.112413674423463,NA,NA,2246,1027476,NA,"Low",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Social Dimensions of Adjustment (SDA) Programme Survey 1",NA,"Yes"
"1131",6993,"Gambia, The","GMB","GM",1993,67.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,69.26,4.26,1.09,3.17,6.78,13.48,75.49,0.33,0.75,1.23,1.94,2.84,3.94,5.42,8.06,13.78,61.71,NA,NA,"Income (gross)","Monetary income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",3341,NA,"Gambian dalasi","Month",0.109716258190601,NA,NA,2240,1060861,NA,"Low",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Household Education and Health Survey",NA,"Yes"
"1132",6995,"Gambia, The","GMB","GM",1994,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,64.97,4.2,1.17,3.03,6.35,13.43,76.01,0.35,0.82,1.23,1.81,2.6,3.75,5.31,8.12,14.2,61.81,NA,NA,"Income (gross)","Monetary income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",3406,NA,"Gambian dalasi","Month",0.104364840712929,NA,NA,2176,1094219,NA,"Low",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Social Dimensions of Adjustment (SDA) Programme Survey 2",NA,"Yes"
"1133",6997,"Gambia, The","GMB","GM",1998,48.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,12.52,12.87,4.31,8.56,12.9,20.28,53.94,1.5,2.81,3.83,4.73,5.8,7.1,8.89,11.39,16.28,37.66,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",675,433,"US$2011PPP","Year",NA,NA,NA,2153,1238124,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1134",6998,"Gambia, The","GMB","GM",2004,46.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",NA,NA,NA,NA,0.0350501991873612,NA,NA,2341,1496524,"New 2018","High",11,"National statistical authority","Gambia Bureau of Statistics 2011",NA,"Integrated Household Survey Income and Expenditure Poverty Assessment 2010",NA,"No"
"1135",7002,"Gambia, The","GMB","GM",2011,45.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",NA,NA,NA,NA,0.0356990452019825,NA,NA,2092,1848142,"New 2018","High",11,"National statistical authority","Gambia Bureau of Statistics 2011",NA,"Integrated Household Survey Income and Expenditure Poverty Assessment 2010",NA,"No"
"1136",7006,"Gambia, The","GMB","GM",2016,35.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,5.9,18.96,7.39,11.57,15.67,21.76,43.61,3.01,4.38,5.33,6.24,7.2,8.47,9.92,11.84,14.88,28.73,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Western Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Low income",1785,1383,"US$2011PPP","Year",NA,NA,NA,2037,2149134,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1137",7007,"Georgia","GEO","GE",1981,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, state sector","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10138,5051116,NA,"Average",5,"Research study","Atkinson and Micklewright 1992",NA,"March Census",NA,"No"
"1138",7008,"Georgia","GEO","GE",1986,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, state sector","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,12694,5267233,NA,"Average",5,"Research study","Atkinson and Micklewright 1992",NA,"March Census",NA,"No"
"1139",7009,"Georgia","GEO","GE",1988,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","Economically active","Employed","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1692,NA,"Georgian ruble","Month",NA,NA,NA,13452,5380820,NA,"Average",10,"Research study","Alexeev and Gaddy 1993",NA,"Family Budget Survey",NA,"No"
"1140",7011,"Georgia","GEO","GE",1989,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,12989,5411983,NA,"Average",11,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)","Family Budget Survey",NA,"Yes"
"1141",7014,"Georgia","GEO","GE",1990,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Family","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2112,NA,"Georgian ruble","Month",NA,NA,NA,11135,5410400,NA,"Average",11,"Research study","Alexeev and Gaddy 1993",NA,"Family Budget Survey",NA,"Yes"
"1142",7015,"Georgia","GEO","GE",1992,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Economically active","Employed","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,4770,5303925,NA,"Low",5,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)",NA,NA,"No"
"1143",7016,"Georgia","GEO","GE",1993,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Economically active","Employed","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,3347,5208954,NA,"Low",5,"United Nations","UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)",NA,NA,"No"
"1144",7017,"Georgia","GEO","GE",1996,37.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.12,17.48,6.13,11.35,16.25,22.65,43.62,2.33,3.8,5.08,6.27,7.47,8.78,10.31,12.34,15.69,27.93,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2894,2344,"US$2011PPP","Year",NA,NA,NA,3740,4846627,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1145",7019,"Georgia","GEO","GE",1997,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,9,15.52,5.12,10.4,15.57,22.82,46.09,1.77,3.35,4.59,5.8,7.06,8.51,10.27,12.55,16.17,29.92,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1980,1528,"US$2011PPP","Year",NA,NA,NA,4269,4709596,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1146",7023,"Georgia","GEO","GE",1998,41.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,8.98,15.67,5.19,10.48,15.48,22.23,46.62,1.72,3.48,4.67,5.81,7.05,8.42,10.05,12.18,15.46,31.16,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2033,1566,"US$2011PPP","Year",NA,NA,NA,4511,4575396,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1147",7024,"Georgia","GEO","GE",1999,40.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,8.5,16.04,5.4,10.64,15.56,22.51,45.9,1.87,3.53,4.72,5.92,7.11,8.45,10.13,12.38,15.99,29.91,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1755,1360,"US$2011PPP","Year",NA,NA,NA,4737,4456652,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1148",7025,"Georgia","GEO","GE",2000,40.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,8.61,15.98,5.37,10.61,15.41,22.37,46.24,1.8,3.57,4.75,5.86,7.02,8.38,10.07,12.3,15.91,30.33,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1691,1299,"US$2011PPP","Year",NA,NA,NA,4919,4362184,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1149",7027,"Georgia","GEO","GE",2001,39.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,7.91,16.66,5.79,10.87,15.39,22.13,45.82,2,3.79,4.91,5.96,7.07,8.32,9.94,12.19,15.78,30.04,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1617,1240,"US$2011PPP","Year",NA,NA,NA,5236,4296981,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1150",7029,"Georgia","GEO","GE",2002,37.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,6.95,17.61,6.32,11.29,16,22.45,43.94,2.34,3.98,5.1,6.2,7.37,8.62,10.16,12.29,15.76,28.18,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2063,1639,"US$2011PPP","Year",NA,NA,NA,5573,4258573,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1151",7030,"Georgia","GEO","GE",2003,36.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,6.89,17.67,6.27,11.4,16.17,22.96,43.19,2.3,3.98,5.18,6.22,7.42,8.76,10.34,12.62,16.11,27.08,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2041,1650,"US$2011PPP","Year",NA,NA,NA,6231,4238930,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1152",7031,"Georgia","GEO","GE",2004,36.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.82,17.79,6.25,11.54,16.5,23.06,42.64,2.28,3.97,5.2,6.34,7.55,8.95,10.52,12.54,15.93,26.71,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2112,1727,"US$2011PPP","Year",NA,NA,NA,6633,4225811,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1153",7032,"Georgia","GEO","GE",2005,37.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.1,17.36,6.16,11.2,16.04,22.85,43.76,2.26,3.9,5.03,6.16,7.37,8.66,10.29,12.56,16.03,27.73,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2084,1667,"US$2011PPP","Year",NA,NA,NA,7315,4210158,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1154",7033,"Georgia","GEO","GE",2006,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1363,NA,"Georgian lari","Month",0.561661018853089,NA,NA,8050,4189722,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1155",7035,"Georgia","GEO","GE",2007,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1488,NA,"Georgian lari","Month",0.598626152978912,NA,NA,9110,4166860,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1156",7037,"Georgia","GEO","GE",2008,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1805,NA,"Georgian lari","Month",0.670784538416388,NA,NA,9359,4142648,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1157",7039,"Georgia","GEO","GE",2009,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",1807,NA,"Georgian lari","Month",0.598627790619311,NA,NA,9097,4119490,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1158",7041,"Georgia","GEO","GE",2010,45.69,124.93,38.76,37.92,59.84,9.01,17.23,24.85,32.13,71.42,2.57,12,13.14,4.2,8.94,14.46,22.05,50.36,1.4,2.8,3.83,5.1,6.51,7.94,9.77,12.28,16.56,33.8,0.46,22.25,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2177,1569,"US$2017PPP","Year",NA,NA,NA,9737,4099096,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Integrated Household Survey (IHS)",NA,"Yes"
"1159",7055,"Georgia","GEO","GE",2011,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2285,NA,"Georgian lari","Month",0.592945573493929,NA,NA,10541,4081012,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1160",7057,"Georgia","GEO","GE",2012,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2546,NA,"Georgian lari","Month",0.605598760541205,NA,NA,11296,4064097,"New 2013","High",11,"National statistical authority","National Statistics Office of Georgia",NA,NA,NA,"No"
"1161",7059,"Georgia","GEO","GE",2013,41.5,46.89,30.04,30.66,43.96,7.32,14.03,20.2,25.95,48.4,2.04,8.9,15.39,5.32,10.07,15.24,21.99,47.38,1.98,3.35,4.42,5.64,6.94,8.3,9.97,12.02,15.95,31.43,0.73,20.43,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2907,2201,"US$2017PPP","Year",NA,NA,NA,11740,4048701,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Integrated Household Survey (IHS)",NA,"Yes"
"1162",7072,"Georgia","GEO","GE",2014,37.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,6.93,17.54,6.39,11.15,15.81,22.34,44.29,2.45,3.95,5.05,6.1,7.25,8.56,10.09,12.25,15.73,28.56,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2740,2161,"US$2011PPP","Year",NA,NA,NA,12255,4035310,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
"1163",7073,"Georgia","GEO","GE",2015,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,6.44,18.06,6.74,11.32,15.89,22.63,43.42,2.63,4.12,5.14,6.17,7.29,8.6,10.27,12.36,15.63,27.79,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2764,2184,"US$2011PPP","Year",NA,NA,NA,12605,4024180,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
"1164",7074,"Georgia","GEO","GE",2016,40.42,45.04,28.57,28.66,39.12,6.89,13.28,19.24,24.85,47.39,1.9,8.49,16.09,5.49,10.6,15.31,21.93,46.67,2,3.5,4.73,5.87,6.99,8.32,9.8,12.13,16.14,30.52,0.74,19.53,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",3490,2671,"US$2017PPP","Year",NA,NA,NA,12964,4015457,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Integrated Household Survey (IHS)",NA,"Yes"
"1165",7087,"Georgia","GEO","GE",2017,37.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,7.11,17.33,6.26,11.07,15.8,22.36,44.51,2.34,3.93,5,6.07,7.23,8.58,10.14,12.22,15.61,28.9,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2873,2258,"US$2011PPP","Year",NA,NA,NA,13590,4008723,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
"1166",7088,"Georgia","GEO","GE",2018,36.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,6.64,18,6.5,11.5,16.19,22.62,43.18,2.45,4.05,5.21,6.29,7.45,8.74,10.27,12.35,15.73,27.45,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2814,2274,"US$2011PPP","Year",NA,NA,NA,14257,4002946,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
"1167",7110,"Germany","DEU","DE",1973,29.96,52.68,15.46,15.53,19.64,3.77,7.35,10.83,14.32,51.3,1.1,4.5,21.71,8.61,13.1,17.03,22.48,38.77,3.48,5.13,6.09,7.01,7.98,9.05,10.36,12.12,14.91,23.87,1.36,14.47,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Western Europe","Europe and Central Asia","EU","OECD","High income",16973,14419,"US$2017PPP","Year",NA,NA,NA,27685,78932456,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Income and Consumer Survey (EVS)",NA,"Yes"
